Longitude,Latitude,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating text,Votes,Complexity_Score,Order_Item_Count,Active_Orders_In_Kitchen,Actual_KPT_Minutes,Day_of_Week_Weekday,Day_of_Week_Weekend,Time_Slot_Dinner_Peak,Time_Slot_Lunch_Peak,Time_Slot_Morning,Time_Slot_Tea_Time,Weather_Condition_Clear,Weather_Condition_Rainy,Weather_Condition_Stormy
77.1018025,28.6235852,350,0,0,0,0,1,0.0,3,1,2,4,20,63.14,1,0,1,0,0,0,1,0,0
77.0974053,28.6342008,350,0,0,0,0,1,0.0,3,1,2,3,11,41.18,0,1,0,0,0,1,1,0,0
77.1108325,28.6258103,300,0,0,0,0,1,0.0,3,3,2,4,10,53.63,1,0,1,0,0,0,1,0,0
77.098778,28.631327,450,0,1,0,0,1,0.0,3,2,2,7,15,51.64,1,0,0,1,0,0,1,0,0
77.101117,28.625289,500,0,1,0,0,2,2.2,4,19,2,6,21,58.71,1,0,0,1,0,0,1,0,0
77.1014229,28.6255344,1200,0,0,0,0,3,4.2,5,621,2,5,2,36.81,0,1,0,1,0,0,1,0,0
77.2349022,28.6498101,400,0,0,0,0,1,3.1,0,7,2,5,17,59.69,0,1,0,0,1,0,0,1,0
77.2339142,28.6472969,200,0,0,0,0,1,3.4,0,12,2,9,1,40.44,1,0,0,0,0,1,1,0,0
77.2335637,28.6487528,350,0,0,0,0,1,3.0,0,6,2,9,19,59.14,1,0,0,0,1,0,1,0,0
77.2349022,28.6497205,100,0,0,0,0,1,3.1,0,5,2,5,24,59.02,1,0,0,0,1,0,1,0,0
77.2334814,28.649456,500,0,0,0,0,2,3.4,0,40,2,3,16,44.77,1,0,0,1,0,0,0,0,1
77.2339276,28.6497621,200,0,0,0,0,1,3.2,0,13,2,9,11,49.18,1,0,0,0,1,0,1,0,0
77.2350818,28.6470498,150,0,0,0,0,1,3.0,0,5,2,1,0,25.9,1,0,0,0,1,0,1,0,0
77.2348573,28.6498506,300,0,0,0,0,1,3.0,0,5,2,4,4,36.89,1,0,0,1,0,0,0,0,1
77.2327023,28.6496214,600,0,0,0,0,2,3.8,2,1585,2,8,7,45.17,0,1,0,0,0,1,1,0,0
77.2335385,28.6486247,400,0,0,0,0,1,3.9,2,635,2,4,20,56.46,1,0,0,1,0,0,1,0,0
77.2350818,28.6470498,200,0,0,0,0,1,3.5,2,12,2,6,6,41.09,0,1,0,1,0,0,1,0,0
77.2336085,28.6489324,300,0,0,0,0,1,3.6,2,22,2,6,13,47.74,1,0,0,0,1,0,1,0,0
77.2334979,28.649672,100,0,0,0,0,1,3.8,2,75,2,1,12,50.34,0,1,1,0,0,0,1,0,0
77.2328365,28.6491652,700,0,0,0,0,2,3.8,2,40,2,2,3,32.93,1,0,0,1,0,0,1,0,0
77.2362096,28.6498224,300,0,0,0,0,1,0.0,3,0,2,7,11,44.94,1,0,0,1,0,0,1,0,0
77.2345429,28.6468193,100,0,0,0,0,1,0.0,3,3,2,2,16,54.53,1,0,0,1,0,0,0,1,0
77.2331077,28.6497611,600,0,0,0,0,2,0.0,3,3,2,1,23,60.89,1,0,1,0,0,0,1,0,0
77.2348182,28.6497507,200,0,0,0,0,1,0.0,3,2,2,5,6,38.58,1,0,0,0,0,1,1,0,0
77.2335999,28.6481181,100,0,0,0,0,1,0.0,3,1,2,4,12,57.01,1,0,1,0,0,0,0,0,1
77.2328365,28.6492548,400,0,0,0,0,1,0.0,3,2,2,8,12,52.85,1,0,0,0,0,1,1,0,0
77.2333916,28.6493023,400,0,0,0,0,1,0.0,3,0,2,4,5,44.92,0,1,0,1,0,0,0,1,0
77.2355652,28.6498655,400,0,0,0,0,1,0.0,3,0,2,8,10,50.41,1,0,0,0,1,0,1,0,0
77.2337024,28.6492691,100,0,0,0,0,1,4.2,5,69,2,7,5,43.35,1,0,0,0,0,1,1,0,0
77.234498,28.6467702,200,0,0,0,0,1,4.0,5,115,2,4,13,53.52,0,1,1,0,0,0,1,0,0
77.23363,28.6493933,800,0,0,0,0,2,4.0,5,4689,2,3,12,42.56,1,0,0,0,0,1,1,0,0
77.2348509,28.649739,200,0,0,0,0,1,4.3,5,76,2,1,1,35.06,1,0,1,0,0,0,1,0,0
77.0781883,28.6178488,500,0,1,0,0,2,3.3,0,86,2,3,6,34.11,1,0,0,0,0,1,1,0,0
77.081247,28.6308738,650,0,1,0,0,2,3.3,0,74,1,4,18,48.21,0,1,0,1,0,0,1,0,0
77.076075,28.624851,600,0,1,0,0,2,3.4,0,49,2,2,19,51.74,1,0,0,1,0,0,1,0,0
77.09158983,28.61913158,800,0,1,0,0,2,3.2,0,84,2,3,10,48.09,1,0,1,0,0,0,0,0,1
77.0919751,28.6270907,450,0,0,0,0,1,3.4,0,50,1,5,4,30.79,0,1,0,1,0,0,0,0,1
77.08765,28.6217683,600,0,0,0,0,2,2.7,0,91,2,6,19,57.96,1,0,0,1,0,0,1,0,0
77.101121,28.625011,700,1,1,0,0,2,3.3,0,23,2,6,18,63.03,1,0,1,0,0,0,1,0,0
77.0903177,28.6298073,700,0,0,0,0,2,3.4,0,88,2,7,22,70.21,1,0,0,0,0,1,0,1,0
77.0895476,28.6156773,400,0,1,0,0,1,3.0,0,70,2,8,17,63.62,0,1,1,0,0,0,1,0,0
77.0821521,28.6237445,400,0,1,0,0,1,3.2,0,96,2,6,6,52.81,1,0,1,0,0,0,1,0,0
77.0870265,28.6330204,600,0,0,0,0,2,2.5,0,85,2,3,13,44.7,1,0,0,0,0,1,0,0,1
77.09035702,28.61683827,700,0,1,0,0,2,3.4,0,60,2,6,7,52.4,1,0,1,0,0,0,1,0,0
77.090369,28.6168861,600,0,1,0,0,2,2.7,0,82,2,7,20,58.93,0,1,0,0,1,0,1,0,0
77.0820473,28.6300262,1000,1,1,0,0,3,2.6,0,105,2,2,6,34.02,0,1,0,0,0,1,1,0,0
77.0944197,28.6158468,600,0,1,0,0,2,2.5,0,162,2,8,23,65.87,1,0,0,1,0,0,1,0,0
77.0966703,28.6311148,350,0,0,0,0,1,3.2,0,62,2,7,23,60.69,1,0,0,0,0,1,1,0,0
77.0888248,28.6180223,450,0,0,0,0,1,3.4,0,66,2,5,17,69.19,0,1,1,0,0,0,0,1,0
77.0859354,28.6219218,700,0,0,0,0,2,2.5,0,46,2,6,24,66.81,1,0,0,1,0,0,0,1,0
77.0884552,28.6216295,700,0,1,0,0,2,3.4,0,198,2,6,2,32.87,0,1,0,0,1,0,1,0,0
77.0844615,28.6219496,500,0,1,0,0,2,3.1,0,69,2,8,7,45.34,1,0,0,0,0,1,1,0,0
77.0935847,28.6343713,500,0,1,0,0,2,3.4,0,52,2,3,1,40.89,1,0,1,0,0,0,1,0,0
77.0883654,28.6215998,600,0,1,0,0,2,3.0,0,182,1,1,23,46.14,1,0,0,1,0,0,1,0,0
77.0910311,28.6284185,1400,1,1,0,0,3,3.3,0,85,2,7,21,61.27,1,0,0,0,0,1,1,0,0
77.0887484,28.6202711,800,0,1,1,0,2,3.4,0,102,2,9,13,50.6,1,0,0,1,0,0,1,0,0
77.0960937,28.6361792,400,0,1,0,0,1,3.4,0,69,2,8,9,48.35,1,0,0,1,0,0,1,0,0
77.0910906,28.6298512,450,0,1,0,0,1,2.7,0,37,2,7,11,52.43,0,1,0,0,1,0,0,1,0
77.0900756,28.6122787,800,0,1,1,0,2,4.5,1,50,2,1,22,59.4,1,0,1,0,0,0,0,0,1
77.0816045,28.6295635,600,0,0,0,0,2,3.5,2,40,2,9,23,62.2,0,1,0,0,1,0,1,0,0
77.091394,28.6291122,1250,0,1,0,0,3,3.8,2,128,2,5,3,43.06,1,0,0,0,0,1,0,1,0
77.0820832,28.6296625,350,0,1,0,0,1,3.8,2,212,2,3,3,30.03,0,1,0,0,1,0,1,0,0
77.0901845,28.6180324,300,0,0,0,0,1,3.6,2,164,2,9,4,48.85,1,0,0,0,1,0,0,1,0
77.0871273,28.6331568,400,0,1,0,0,1,3.6,2,70,2,8,3,37.49,1,0,0,0,1,0,1,0,0
77.0910903,28.6285431,700,0,1,0,0,2,3.5,2,74,2,8,0,44.82,1,0,1,0,0,0,1,0,0
77.0887384,28.6180887,400,0,1,0,0,1,3.5,2,33,2,9,2,39.76,1,0,0,0,0,1,1,0,0
77.0871808,28.6335873,400,0,0,0,0,1,3.6,2,116,2,5,11,54.12,1,0,0,0,0,1,0,1,0
77.0817882,28.6209459,500,0,1,0,0,2,3.5,2,62,2,9,5,42.26,1,0,0,0,0,1,1,0,0
77.0819207,28.6299374,500,0,1,0,0,2,3.6,2,179,2,4,23,75.32,0,1,1,0,0,0,0,1,0
77.0941454,28.6157655,700,0,1,0,0,2,3.6,2,56,2,7,5,39.33,1,0,0,1,0,0,1,0,0
77.0846413,28.6218773,600,0,1,0,0,2,3.5,2,131,2,5,3,45.66,1,0,1,0,0,0,0,0,1
77.091738,28.6191652,300,0,1,0,0,1,3.6,2,155,2,7,13,52.71,1,0,0,0,0,1,1,0,0
77.0801897,28.620389,1300,1,1,0,0,3,3.5,2,100,2,2,7,37.64,1,0,0,1,0,0,1,0,0
77.0936598,28.6341679,400,0,1,0,0,1,3.7,2,32,2,9,19,68.43,1,0,1,0,0,0,1,0,0
77.0905124,28.6330626,500,0,1,0,0,2,3.5,2,87,2,5,17,55.97,1,0,0,0,1,0,0,1,0
77.0884763,28.6217284,450,1,1,0,0,1,3.7,2,61,2,6,12,46.63,0,1,0,0,1,0,1,0,0
77.0917978,28.6278364,250,0,0,0,0,1,1.9,4,66,2,1,9,52.1,0,1,1,0,0,0,0,1,0
77.090872,28.622406,700,0,1,0,0,2,4.3,5,22,2,3,7,51.03,1,0,1,0,0,0,0,1,0
77.2450727,28.5830716,150,0,0,0,0,1,2.8,0,15,2,4,13,55.99,0,1,1,0,0,0,1,0,0
77.2459911,28.5835117,300,0,1,0,0,1,2.8,0,30,2,5,7,42.18,0,1,0,1,0,0,1,0,0
77.2415481,28.5799189,400,0,0,0,0,1,3.1,0,7,2,5,8,50.93,1,0,1,0,0,0,1,0,0
77.2467751,28.5826876,250,0,0,0,0,1,2.9,0,4,2,7,4,40.92,1,0,0,0,1,0,1,0,0
77.2475434,28.5795335,400,0,1,0,0,1,3.2,0,45,2,9,7,45.36,1,0,0,1,0,0,1,0,0
77.2472956,28.5817203,400,0,1,0,0,1,3.0,0,16,2,1,7,31.3,1,0,0,1,0,0,1,0,0
77.247116,28.5816136,450,0,1,0,0,1,2.8,0,5,2,6,21,55.42,1,0,0,0,0,1,1,0,0
77.2583408,28.5791847,500,0,1,0,0,2,2.7,0,7,2,3,1,32.51,1,0,0,0,1,0,1,0,0
77.2412786,28.5793555,400,0,0,0,0,1,3.1,0,9,2,5,19,52.68,1,0,0,1,0,0,1,0,0
77.2479691,28.584787,350,0,0,0,0,1,3.1,0,15,2,8,0,38.09,1,0,0,0,0,1,1,0,0
77.2464868,28.5813084,450,0,0,0,0,1,2.8,0,25,2,1,1,39.35,1,0,1,0,0,0,1,0,0
77.2481871,28.5825578,200,0,0,0,0,1,3.2,0,10,2,3,7,38.68,1,0,0,1,0,0,1,0,0
77.24752,28.5819657,200,0,0,0,0,1,3.1,0,42,2,7,21,67.89,0,1,1,0,0,0,1,0,0
77.2419073,28.5812079,500,0,1,0,0,2,3.4,0,62,2,4,3,34.48,0,1,0,0,1,0,1,0,0
77.2467562,28.5813908,100,0,0,0,0,1,2.6,0,17,2,5,8,49.84,1,0,1,0,0,0,1,0,0
77.2476766,28.5844282,450,0,0,0,0,1,2.9,0,7,2,3,0,27.68,1,0,0,0,1,0,1,0,0
77.2515162,28.5823905,500,0,1,0,0,2,2.6,0,9,2,4,1,39.32,1,0,0,0,0,1,0,1,0
77.2417277,28.5805634,600,0,0,0,0,2,3.3,0,140,2,6,9,45.46,0,1,0,0,0,1,1,0,0
77.246482,28.5813093,600,0,0,0,0,2,2.6,0,15,2,6,24,61.78,1,0,0,0,0,1,1,0,0
77.2450505,28.5828513,200,0,0,0,0,1,3.1,0,16,2,9,15,63.36,1,0,0,0,0,1,0,1,0
77.2416379,28.5798378,500,0,1,0,0,2,3.1,0,21,2,7,24,63.44,1,0,0,1,0,0,1,0,0
77.2450954,28.5829004,400,0,0,0,0,1,2.8,0,5,2,1,20,47.79,0,1,0,0,0,1,1,0,0
77.2487324,28.5853525,500,0,1,0,0,2,3.2,0,24,2,8,3,42.58,0,1,0,0,1,0,1,0,0
77.2439728,28.5837347,500,0,0,0,0,2,3.0,0,15,2,5,23,66.68,1,0,1,0,0,0,0,0,1
77.2450505,28.5828513,500,0,1,0,0,2,3.3,0,78,2,8,3,51.4,1,0,1,0,0,0,1,0,0
77.2451403,28.5824117,650,0,1,0,0,2,3.3,0,29,2,5,3,36.63,1,0,0,0,1,0,1,0,0
77.2473854,28.5818185,400,0,0,0,0,1,2.9,0,5,2,6,23,57.79,0,1,0,0,0,1,1,0,0
77.2450505,28.5828513,900,0,1,0,0,2,3.5,2,107,2,8,18,55.67,0,1,0,0,1,0,1,0,0
77.2488222,28.5853611,900,0,1,0,0,2,3.9,2,55,2,3,6,44.58,1,0,1,0,0,0,1,0,0
77.2482385,28.5823926,150,0,0,0,0,1,3.6,2,32,2,9,13,60.68,0,1,0,1,0,0,0,1,0
77.2417277,28.580653,500,0,1,0,0,2,3.5,2,32,2,3,11,38.97,1,0,0,1,0,0,1,0,0
77.2415673,28.5807469,400,0,0,0,0,1,3.5,2,19,2,9,11,60.48,1,0,1,0,0,0,0,0,1
77.2515611,28.5819018,600,0,1,0,0,2,0.0,3,3,2,9,7,55.3,1,0,1,0,0,0,1,0,0
77.2512383,28.5815771,350,0,0,0,0,1,0.0,3,1,2,5,11,47.39,1,0,0,0,0,1,1,0,0
77.2460575,28.5835827,300,0,0,0,0,1,0.0,3,2,2,5,6,37.47,0,1,0,1,0,0,1,0,0
77.262305,28.5764607,350,0,0,0,0,1,0.0,3,0,2,5,21,64.58,1,0,1,0,0,0,1,0,0
77.2468941,28.5815151,300,0,0,0,0,1,0.0,3,0,2,2,18,65.84,1,0,1,0,0,0,0,1,0
77.2603162,28.5798205,250,0,1,0,0,1,0.0,3,0,2,2,6,31.83,1,0,0,0,1,0,1,0,0
77.247005,28.5815244,250,0,0,0,0,1,0.0,3,1,2,5,21,65.64,0,1,1,0,0,0,1,0,0
77.258251,28.5792658,100,0,0,0,0,1,0.0,3,0,2,8,4,38.59,1,0,0,0,0,1,1,0,0
77.2487324,28.5852629,300,0,0,0,0,1,0.0,3,0,2,3,10,41.25,1,0,0,0,1,0,1,0,0
77.2585204,28.5791121,300,0,0,0,0,1,0.0,3,0,2,1,2,26.27,1,0,0,1,0,0,0,0,1
77.2467645,28.5814249,300,0,0,0,0,1,0.0,3,0,2,2,21,51.83,1,0,0,0,0,1,1,0,0
77.2463975,28.5812764,500,0,0,0,0,2,0.0,3,0,2,8,18,57.73,1,0,0,0,1,0,1,0,0
77.2490554,28.5827894,100,0,0,0,0,1,0.0,3,0,2,6,12,48.39,0,1,0,1,0,0,1,0,0
77.2574428,28.5738108,700,1,0,0,0,2,0.0,3,1,2,8,18,56.3,1,0,0,0,0,1,1,0,0
77.247116,28.5843025,300,0,0,0,0,1,0.0,3,3,2,3,5,42.09,0,1,0,0,0,1,0,1,0
77.2622917,28.5771398,200,0,0,0,0,1,0.0,3,0,2,6,12,64.4,1,0,1,0,0,0,0,1,0
77.2422216,28.5794004,200,0,0,0,0,1,0.0,3,0,2,3,8,46.97,1,0,1,0,0,0,1,0,0
77.2584306,28.5792829,300,0,0,0,0,1,0.0,3,2,2,7,16,52.35,1,0,0,1,0,0,1,0,0
77.251335,28.5815991,350,0,1,0,0,1,0.0,3,1,2,1,13,42.1,1,0,0,0,0,1,1,0,0
77.2479992,28.5832431,400,0,0,0,0,1,0.0,3,0,2,9,11,49.3,1,0,0,1,0,0,1,0,0
77.2474752,28.5839782,300,0,0,0,0,1,0.0,3,0,2,8,3,50.23,1,0,1,0,0,0,1,0,0
77.2569041,28.5744768,200,0,0,0,0,1,0.0,3,0,2,5,3,33.99,1,0,0,0,0,1,1,0,0
77.2417277,28.5802945,800,1,1,0,0,2,2.3,4,126,2,7,3,42.43,1,0,0,1,0,0,0,1,0
77.2413236,28.580749,1600,0,0,0,0,3,4.0,5,744,2,6,22,67.87,0,1,0,1,0,0,0,1,0
77.2439279,28.5837753,200,0,0,0,0,1,4.1,5,352,2,7,16,71.02,0,1,1,0,0,0,0,1,0
77.2225973,28.6274922,600,0,0,0,0,2,3.3,0,59,2,1,16,50.62,1,0,0,0,1,0,0,1,0
77.22028926,28.62642941,750,0,0,0,0,2,3.3,0,81,1,9,12,46.01,0,1,0,0,0,1,1,0,0
77.2198128,28.6290186,450,0,0,0,0,1,3.1,0,34,1,3,15,45.97,0,1,0,0,1,0,0,1,0
77.21958833,28.629035,600,0,0,0,0,2,3.4,0,31,1,2,1,23.94,1,0,0,0,0,1,1,0,0
77.21879444,28.62175556,2000,1,0,0,0,4,3.2,0,40,2,5,17,61.38,1,0,1,0,0,0,1,0,0
77.220734,28.6285904,500,0,1,0,0,2,3.2,0,40,2,6,15,60.9,0,1,0,1,0,0,0,1,0
77.2165193,28.6219039,550,0,0,0,0,2,2.9,0,7,2,4,17,50.34,1,0,0,0,0,1,1,0,0
77.2195131,28.62751063,1000,0,1,0,0,3,3.4,0,116,2,7,21,61.03,1,0,0,1,0,0,1,0,0
77.2185552,28.628809,150,0,0,0,0,1,3.2,0,12,2,4,20,52.72,1,0,0,0,1,0,1,0,0
77.2166027,28.621945,200,0,0,0,0,1,3.0,0,5,2,1,13,39.61,1,0,0,0,0,1,1,0,0
77.2170731,28.6212756,3000,0,0,0,0,4,2.7,0,16,2,8,2,37.13,1,0,0,0,0,1,1,0,0
77.2167587,28.623172,350,0,0,0,0,1,3.2,0,85,2,5,23,65.38,1,0,0,0,1,0,0,1,0
77.2209805,28.62913,400,0,0,0,0,1,3.0,0,7,2,7,10,47.83,1,0,0,1,0,0,1,0,0
0.0,0.0,800,1,0,0,0,2,3.1,0,6,2,3,14,42.9,1,0,0,0,1,0,1,0,0
77.21957177,28.62727844,1100,1,0,0,0,3,3.2,0,11,2,1,14,54.99,1,0,1,0,0,0,1,0,0
77.2186451,28.6182446,5000,0,0,0,0,4,4.9,1,408,2,4,9,46.33,1,0,0,1,0,0,0,1,0
77.22037341,28.62921603,150,0,0,0,0,1,3.8,2,47,2,7,13,48.77,1,0,0,0,0,1,1,0,0
77.2198128,28.6283018,1200,1,0,0,0,3,3.9,2,450,2,1,22,51.86,1,0,0,0,1,0,1,0,0
77.2194865,28.626685,700,0,0,0,0,2,3.7,2,49,1,2,19,54.89,0,1,1,0,0,0,1,0,0
77.21970689,28.62590527,650,0,1,0,0,2,3.7,2,223,2,5,24,58.9,1,0,0,0,0,1,1,0,0
77.2186451,28.6289072,200,0,0,0,0,1,3.7,2,475,2,3,16,46.82,1,0,0,0,1,0,1,0,0
77.2197229,28.6282932,1900,1,1,0,0,3,3.8,2,1347,2,9,22,70.02,1,0,0,0,0,1,0,1,0
77.220458,28.627044,1200,1,0,0,0,3,3.9,2,555,2,7,20,58.72,1,0,0,0,1,0,1,0,0
77.2194535,28.6183217,2100,1,0,0,0,4,3.9,2,299,2,2,9,45.41,1,0,1,0,0,0,1,0,0
77.21920632,28.62662923,500,0,1,0,0,2,3.8,2,158,2,7,16,61.4,0,1,0,0,1,0,0,1,0
77.2196331,28.6269407,1200,0,0,0,0,3,3.9,2,291,2,1,15,41.27,0,1,0,0,1,0,1,0,0
77.2225973,28.6276714,150,0,0,0,0,1,3.5,2,19,2,4,1,39.74,0,1,1,0,0,0,1,0,0
77.21962843,28.62913863,1250,1,0,0,0,3,3.6,2,1058,2,7,19,66.75,0,1,1,0,0,0,1,0,0
77.219697,28.62711,800,1,1,0,0,2,3.9,2,303,2,7,3,51.05,1,0,1,0,0,0,1,0,0
77.2186451,28.627832,250,0,0,0,0,1,0.0,3,1,1,9,19,61.31,1,0,0,1,0,0,0,1,0
77.20999705,28.62569483,400,0,0,0,0,1,0.0,3,0,2,6,6,51.08,1,0,1,0,0,0,1,0,0
0.0,0.0,250,0,0,0,0,1,0.0,3,0,2,7,12,47.9,0,1,0,0,1,0,1,0,0
77.2197229,28.6291892,1000,1,0,0,0,3,0.0,3,3,2,3,13,46.58,1,0,0,0,1,0,1,0,0
77.2181061,28.6284974,500,0,0,0,0,2,0.0,3,2,2,5,24,61.57,1,0,0,0,1,0,1,0,0
77.2164893,28.6219815,250,0,0,0,0,1,0.0,3,3,2,5,16,59.35,0,1,0,0,1,0,0,1,0
77.2196331,28.6271199,1550,1,0,0,0,3,4.2,5,361,2,8,24,73.75,0,1,1,0,0,0,0,0,1
77.2205314,28.6272055,1350,1,0,0,0,3,4.2,5,162,2,3,8,35.91,1,0,0,0,1,0,1,0,0
77.2195882,28.6270708,500,0,1,0,0,2,4.2,5,1869,2,8,19,57.34,1,0,0,1,0,0,0,0,1
77.2196051,28.6291434,2000,1,0,0,0,4,4.1,5,501,2,4,3,44.69,1,0,1,0,0,0,1,0,0
77.2865357,28.5377179,450,0,0,0,0,1,3.1,0,23,1,7,12,40.34,1,0,0,1,0,0,1,0,0
77.2872342,28.5373236,300,0,0,0,0,1,3.3,0,33,2,6,3,38.9,1,0,0,0,0,1,1,0,0
77.2866593,28.5377077,300,0,0,0,0,1,2.9,0,6,2,8,3,39.43,1,0,0,0,1,0,1,0,0
77.2862858,28.5398301,200,0,0,0,0,1,3.0,0,15,2,9,21,62.15,1,0,0,1,0,0,1,0,0
77.2877168,28.53938,400,0,0,0,0,1,3.1,0,4,2,9,9,49.75,1,0,0,0,0,1,1,0,0
77.2884959,28.5398033,1000,1,0,0,0,3,2.6,0,49,2,8,7,45.61,0,1,0,0,0,1,1,0,0
77.2865123,28.5391313,800,1,0,0,0,2,3.3,0,14,2,3,1,31.16,0,1,0,1,0,0,1,0,0
77.2970413,28.5413666,500,0,0,0,0,2,2.8,0,22,2,8,23,63.7,1,0,0,1,0,0,1,0,0
77.2875272,28.5372187,150,0,0,0,0,1,3.3,0,15,2,2,15,47.08,0,1,0,0,1,0,1,0,0
77.2875567,28.5373632,950,1,1,0,0,2,2.8,0,26,2,4,23,76.29,1,0,1,0,0,0,0,1,0
77.2866858,28.5377272,800,0,1,0,0,2,2.5,0,47,2,2,6,34.45,0,1,0,1,0,0,1,0,0
77.2935319,28.5404503,1000,1,0,0,0,3,3.2,0,8,2,7,10,48.45,1,0,0,0,0,1,1,0,0
77.2866755,28.5376733,500,0,1,0,0,2,2.8,0,67,2,7,23,64.55,1,0,0,1,0,0,1,0,0
77.2874628,28.5374717,1500,1,0,0,0,3,3.3,0,19,2,9,21,65.42,1,0,0,0,1,0,1,0,0
77.2894195,28.5386022,450,0,0,0,0,1,3.5,2,49,2,8,15,51.55,0,1,0,1,0,0,1,0,0
77.294558,28.5398007,1000,1,0,0,0,3,3.8,2,92,2,3,4,37.55,1,0,0,1,0,0,0,1,0
77.2895211,28.5382002,500,0,1,0,0,2,3.7,2,78,1,4,21,46.91,0,1,0,0,0,1,1,0,0
77.2978344,28.5436226,600,0,1,0,0,2,3.8,2,170,2,7,6,42.95,1,0,0,0,0,1,1,0,0
77.2900843,28.5398573,550,0,1,0,0,2,3.8,2,80,2,8,5,49.33,1,0,1,0,0,0,1,0,0
77.2899644,28.5382385,200,0,0,0,0,1,0.0,3,3,2,6,1,43.63,1,0,0,0,1,0,0,1,0
77.2882379,28.5398069,600,0,1,0,0,2,2.4,4,76,2,9,2,40.13,0,1,0,0,1,0,1,0,0
77.1758533,28.6427453,3500,1,0,0,0,4,3.4,0,120,2,7,23,60.45,1,0,0,1,0,0,0,0,1
77.1758886,28.642764,3000,1,0,0,0,4,3.5,2,202,2,8,21,63.1,0,1,0,0,0,1,1,0,0
77.16443762,28.55650347,2500,1,0,0,0,4,3.4,0,64,2,8,10,47.85,0,1,0,0,0,1,1,0,0
77.16443762,28.55650347,3000,1,0,0,0,4,3.2,0,24,2,8,8,44.49,1,0,0,0,0,1,1,0,0
77.16443762,28.55650347,500,0,0,0,0,2,3.3,0,17,2,1,11,57.72,1,0,1,0,0,0,0,1,0
77.16443762,28.55650347,3000,1,0,0,0,4,3.6,2,162,2,6,18,54.5,0,1,0,1,0,0,1,0,0
77.16443762,28.55650347,2500,1,0,0,0,4,3.5,2,79,2,6,20,64.7,1,0,1,0,0,0,1,0,0
77.2383021,28.5364178,400,0,1,0,0,1,3.1,0,43,2,9,15,62.65,0,1,1,0,0,0,1,0,0
77.2385844,28.5366985,1250,1,1,0,0,3,2.8,0,142,2,4,14,56.7,1,0,1,0,0,0,1,0,0
77.2385653,28.5364802,400,0,0,0,0,1,3.3,0,10,2,4,2,31.45,1,0,0,0,1,0,1,0,0
77.2386159,28.5367169,900,1,1,0,0,2,3.2,0,23,2,4,5,37.7,1,0,0,0,0,1,1,0,0
77.2386106,28.5367441,150,0,1,0,0,1,4.5,1,665,2,4,0,32.2,1,0,0,0,0,1,1,0,0
77.1810079,28.5490023,300,0,0,0,0,1,3.2,0,15,2,2,17,52.25,1,0,0,0,0,1,0,1,0
77.16718253,28.54865293,350,0,0,0,0,1,3.0,0,27,2,9,24,67.29,1,0,0,0,1,0,0,0,1
77.1807722,28.5494286,150,0,0,0,0,1,2.7,0,13,2,9,21,63.34,1,0,0,0,0,1,1,0,0
77.1656368,28.5474027,300,0,0,0,0,1,3.4,0,53,2,9,5,51.08,0,1,1,0,0,0,1,0,0
77.1811526,28.5490027,500,0,0,0,0,2,3.2,0,29,2,5,1,40.94,0,1,1,0,0,0,1,0,0
77.1811374,28.5495565,300,0,0,0,0,1,3.5,2,14,2,3,12,53.07,1,0,1,0,0,0,1,0,0
77.1783133,28.5441245,600,0,1,0,0,2,3.8,2,414,2,4,6,42.95,1,0,0,0,1,0,0,1,0
77.1811823,28.5489782,200,0,0,0,0,1,0.0,3,1,2,6,18,54.58,0,1,0,1,0,0,1,0,0
77.1810026,28.5488714,400,0,0,0,0,1,0.0,3,0,2,7,19,55.48,1,0,0,0,1,0,0,0,1
77.18089364,28.54979385,150,0,0,0,0,1,2.3,4,44,2,9,24,85.09,1,0,1,0,0,0,0,1,0
77.21763119,28.58429443,450,0,0,0,0,1,3.1,0,35,2,8,7,52.31,0,1,1,0,0,0,1,0,0
77.121445,28.552895,4500,1,0,0,0,4,3.3,0,15,2,1,7,31.02,1,0,0,0,1,0,1,0,0
77.2398107,28.5531043,300,0,0,0,0,1,3.0,0,6,2,4,1,46.4,0,1,1,0,0,0,0,1,0
77.2416379,28.5526774,150,0,0,0,0,1,3.1,0,9,2,1,7,33.98,1,0,0,0,1,0,1,0,0
77.2412786,28.5525536,150,0,0,0,0,1,3.3,0,21,2,4,10,50.95,1,0,1,0,0,0,1,0,0
77.2409194,28.5536849,200,0,0,0,0,1,3.1,0,9,2,4,4,41.26,1,0,0,1,0,0,0,1,0
0.0,0.0,500,0,1,0,0,2,3.0,0,4,2,1,1,26.05,1,0,0,0,1,0,1,0,0
77.2411888,28.5538898,700,0,0,0,0,2,3.1,0,13,2,6,2,47.56,1,0,1,0,0,0,1,0,0
77.2402459,28.5571618,600,0,0,0,0,2,3.1,0,21,2,6,3,35.94,1,0,0,1,0,0,1,0,0
77.2408296,28.5536763,1550,1,0,0,0,3,3.6,2,455,2,8,15,52.84,1,0,0,0,1,0,1,0,0
77.2402908,28.556673,700,0,1,0,0,2,3.5,2,367,2,8,17,56.65,0,1,0,0,1,0,1,0,0
77.236741,28.557442,600,0,1,0,0,2,3.8,2,540,2,6,12,44.73,0,1,0,0,1,0,1,0,0
